x	zg
0.093964381	-0.740312495
0.094355086	-2.347752409
0.09474579	-0.634167992
0.095136494	-2.280862949
0.095527199	0.598094601
0.095917903	0.643377068
0.096308607	0.909740174
0.096699311	-1.54372251
0.097090016	-0.2065072
0.09748072	-0.148467419
0.097871424	-1.639111904
0.098262129	-0.053195583
0.098652833	0.038579778
0.099043537	-0.558264565
0.099434241	-2.491154
0.099824946	1.012450602
0.10021565	1.413008389
0.100606354	-0.675496847
0.100997059	-0.528599823
0.101387763	-1.828194542
0.101778467	-1.104269177
0.102169171	-0.462834763
0.102559876	0.413005588
0.10295058	0.748271213
0.103341284	-2.453019451
0.103731989	-2.406709865
0.104122693	0.039012504
0.104513397	-2.402197712
0.104904102	0.601587046
0.105294806	0.178474213
0.10568551	-1.337348161
0.106076214	0.263268165
0.106466919	0.25667665
0.106857623	0.608730335
0.107248327	-1.957732298
0.107639032	-1.115580593
0.108029736	1.181282131
0.10842044	-0.33669223
0.108811144	-0.424115405
0.109201849	-0.266224731
0.109592553	0.068241626
0.109983257	-0.586379709
0.110373962	0.089159182
0.110764666	-1.879908307
0.11115537	-1.308679384
0.111546074	1.203754735
0.111936779	-0.885748565
0.112327483	-0.65447916
0.112718187	0.741145885
0.113108892	0.453112286
0.113499596	-0.929455666
0.1138903	1.40039185
0.114281004	-1.466644553
0.114671709	1.018938317
0.115062413	0.292171003
0.115453117	-2.059409899
0.115843822	0.840833042
0.116234526	-0.209053533
0.11662523	-0.902637942
0.117015934	0.775430505
0.117406639	-1.562470673
0.117797343	-0.003961552
0.118188047	-1.889256772
0.118578752	-1.293395111
0.118969456	-0.462516448
0.11936016	-2.180610398
0.119750864	-0.639597441
0.120141569	-1.350052005
0.120532273	-2.269048079
0.120922977	-2.19753833
0.121313682	1.277623122
0.121704386	-0.769094966
0.12209509	-0.456782778
0.122485795	-1.976639381
0.122876499	-0.370995069
0.123267203	-1.415170997
0.123657907	1.136984495
0.124048612	-0.160955788
0.124439316	-1.661762477
0.12483002	-0.610615815
0.125220725	-0.532196341
0.125611429	-0.554499933
0.126002133	-2.31742166
0.126392837	-0.282333331
0.126783542	0.461453036
0.127174246	0.110732086
0.12756495	0.687197897
0.127955655	-1.152312472
0.128346359	-0.978944194
0.128737063	1.446128538
0.129127767	-0.418806046
0.129518472	1.092972152
0.129909176	-1.323773091
0.13029988	0.350423074
0.130690585	-2.37825053
0.131081289	1.224988333
0.131471993	0.717526132
0.131862697	0.162654565
0.132253402	0.390608507
0.132644106	1.225120362
0.13303481	-0.409234858
0.133425515	-2.313181988
0.133816219	-0.837888872
0.134206923	-0.407045812
0.134597627	-1.117800321
0.134988332	0.700550763
0.135379036	0.316698098
0.13576974	-0.693650917
0.136160445	-0.010608134
0.136551149	-0.376156138
0.136941853	-0.045647607
0.137332557	-0.810246486
0.137723262	-1.140035521
0.138113966	-2.123057891
0.13850467	-1.976949222
0.138895375	-2.037113007
0.139286079	-1.608734412
0.139676783	0.577984434
0.140067487	0.109977866
0.140458192	-1.106520519
0.140848896	-0.20478943
0.1412396	1.450535858
0.141630305	-0.00949309
0.142021009	-1.356321176
0.142411713	0.674788471
0.142802418	0.245818358
0.143193122	-2.214764296
0.143583826	-1.607178137
0.14397453	-1.80244671
0.144365235	-1.661957764
0.144755939	1.477777162
0.145146643	-2.35272142
0.145537348	-0.430168773
0.145928052	1.164613072
0.146318756	-0.370480187
0.14670946	-0.574454658
0.147100165	0.16377122
0.147490869	1.065040774
0.147881573	-2.131805162
0.148272278	-1.990930648
0.148662982	0.305013073
0.149053686	-0.985064929
0.14944439	-0.605400277
0.149835095	1.420751671
0.150225799	-0.018373904
0.150616503	0.699325575
0.151007208	-0.501375786
0.151397912	-0.215001858
0.151788616	-2.274484368
0.15217932	-0.650146481
0.152570025	-1.350549608
0.152960729	-1.540075996
0.153351433	1.344429697
0.153742138	0.959806467
0.154132842	0.689561262
0.154523546	1.084201388
0.15491425	-2.308873334
0.155304955	1.206245039
0.155695659	-0.58389533
0.156086363	-0.037195263
0.156477068	-0.634847862
0.156867772	-0.761097224
0.157258476	1.021634519
0.15764918	-1.870957743
0.158039885	-1.110769648
0.158430589	-1.350929948
0.158821293	-1.309480564
0.159211998	-0.197278074
0.159602702	-2.108247193
0.159993406	0.019633904
0.160384111	-1.14845828
0.160774815	0.104436438
0.161165519	0.846574737
0.161556223	-1.810648818
0.161946928	0.911030157
0.162337632	0.284551044
0.162728336	-1.888228765
0.163119041	-1.044030983
0.163509745	-2.15930049
0.163900449	-1.432680037
0.164291153	-1.693848265
0.164681858	0.644220786
0.165072562	-1.313264532
0.165463266	-1.200163885
0.165853971	-1.102081261
0.166244675	0.978688631
0.166635379	0.659149276
0.167026083	-1.473350097
0.167416788	-1.313251201
0.167807492	0.993003844
0.168198196	-0.766231152
0.168588901	1.087437923
0.168979605	-2.164750438
0.169370309	1.005435191
0.169761013	-0.641821909
0.170151718	1.074646478
0.170542422	-1.135754908
0.170933126	0.845174189
0.171323831	-0.305288411
0.171714535	-2.151481496
0.172105239	-1.89194455
0.172495943	0.133375919
0.172886648	-0.47556823
0.173277352	0.142556797
0.173668056	-1.279073573
0.174058761	-0.285083096
0.174449465	-1.631121125
0.174840169	-1.370310551
0.175230873	-1.793823984
0.175621578	-1.34992851
0.176012282	0.87489092
0.176402986	-1.168083347
0.176793691	-0.94914049
0.177184395	1.377498869
0.177575099	-1.855149869
0.177965803	0.882560305
0.178356508	0.771275271
0.178747212	0.212949373
0.179137916	-0.692632943
0.179528621	-1.413010408
0.179919325	-0.751396492
0.180310029	1.398111112
0.180700734	1.273129941
0.181091438	0.431608573
0.181482142	0.695117558
0.181872846	-1.497290548
0.182263551	-2.084056792
0.182654255	-1.037887607
0.183044959	1.05943386
0.183435664	-1.450674071
0.183826368	-1.920901293
0.184217072	-0.926506119
0.184607776	-0.345420329
0.184998481	1.342439654
0.185389185	-1.089896785
0.185779889	-0.120480036
0.186170594	-0.685542719
0.186561298	0.270512759
0.186952002	-1.247275897
0.187342706	-2.484499777
0.187733411	-0.990497232
0.188124115	-1.877316018
0.188514819	-2.40402913
0.188905524	0.487705388
0.189296228	-0.100721732
0.189686932	1.170342466
0.190077636	-2.420477148
0.190468341	-1.510458569
0.190859045	-0.034150839
0.191249749	0.114586083
0.191640454	-2.430894778
0.192031158	-1.232244484
0.192421862	0.564857915
0.192812566	1.000204933
0.193203271	-1.127500817
0.193593975	-0.18328374
0.193984679	-1.447607699
0.194375384	0.483905994
0.194766088	-0.776248353
0.195156792	-0.52528838
0.195547496	0.482279907
0.195938201	-0.137695041
0.196328905	-0.552289158
0.196719609	0.975607725
0.197110314	0.810447262
0.197501018	0.704686677
0.197891722	0.550743536
0.198282427	-0.812637596
0.198673131	0.451587082
0.199063835	0.027185233
0.199454539	-2.15427996
0.199845244	0.667013357
0.200235948	-0.49788952
0.200626652	0.493377769
0.201017357	-1.156928522
0.201408061	0.741245564
0.201798765	0.751047055
0.202189469	0.643718955
0.202580174	0.162867101
0.202970878	-2.409509333
0.203361582	-0.719604313
0.203752287	-2.263948657
0.204142991	-0.814169429
0.204533695	-0.225900751
0.204924399	-0.412133323
0.205315104	-1.552149205
0.205705808	0.237337457
0.206096512	-2.222244353
0.206487217	-0.840242091
0.206877921	0.663762058
0.207268625	-0.489711291
0.207659329	0.562526773
0.208050034	0.810147016
0.208440738	0.946717604
0.208831442	-2.349768772
0.209222147	-1.457229863
0.209612851	1.313497534
0.210003555	0.164791885
0.210394259	-2.097709161
0.210784964	-2.326912066
0.211175668	1.229408542
0.211566372	-0.908813556
0.211957077	-1.579777301
0.212347781	-2.165351173
0.212738485	-1.68423385
0.213129189	0.730390744
0.213519894	1.438194414
0.213910598	1.324415898
0.214301302	-0.364789165
0.214692007	0.071960461
0.215082711	-1.138100923
0.215473415	-0.063982123
0.215864119	-1.823399631
0.216254824	0.144955819
0.216645528	0.251016543
0.217036232	0.578065027
0.217426937	-0.157842725
0.217817641	0.634480487
0.218208345	-0.664150669
0.21859905	0.059399116
0.218989754	-0.323480986
0.219380458	-2.440655316
0.219771162	-0.995101178
0.220161867	1.099167413
0.220552571	-1.116330567
0.220943275	-0.75342968
0.22133398	0.287389774
0.221724684	-2.21853012
0.222115388	0.758053185
0.222506092	0.640250172
0.222896797	0.495376038
0.223287501	0.739725073
0.223678205	0.493714467
0.22406891	-2.27259742
0.224459614	1.41207039
0.224850318	-0.359452233
0.225241022	-1.987544199
0.225631727	-0.990609665
0.226022431	-2.001055653
0.226413135	0.85278382
0.22680384	-0.420077287
0.227194544	-0.88769101
0.227585248	-0.086161153
0.227975952	-1.894297097
0.228366657	0.06867018
0.228757361	0.92287484
0.229148065	0.90088523
0.22953877	-2.048410781
0.229929474	-0.236747891
0.230320178	0.087075825
0.230710882	1.383281101
0.231101587	-0.68423813
0.231492291	0.003218238
0.231882995	-1.98945418
0.2322737	-1.161795025
0.232664404	0.278663602
0.233055108	0.147123155
0.233445812	1.492390119
0.233836517	0.293011268
0.234227221	-0.722041161
0.234617925	-0.014434454
0.23500863	0.696827995
0.235399334	-2.321921361
0.235790038	-0.468372673
0.236180743	-2.210392963
0.236571447	-2.188799273
0.236962151	-1.603675069
0.237352855	-1.606325968
0.23774356	-0.755680898
0.238134264	-0.198183717
0.238524968	-0.16583302
0.238915673	-1.399877469
0.239306377	-0.161222776
0.239697081	-1.789474354
0.240087785	-1.347838486
0.24047849	-1.259728422
0.240869194	-1.722279023
0.241259898	0.906930087
0.241650603	-1.132461022
0.242041307	0.264719083
0.242432011	-1.539120947
0.242822715	-1.12706157
0.24321342	-1.191615473
0.243604124	0.436002668
0.243994828	1.372348624
0.244385533	1.310520215
0.244776237	-1.170186615
0.245166941	0.77291103
0.245557645	-0.073993633
0.24594835	-2.015486264
0.246339054	-1.803438347
0.246729758	-0.666971738
0.247120463	-1.424384924
0.247511167	-1.251364312
0.247901871	1.321121935
0.248292575	1.189724348
0.24868328	-0.29581567
0.249073984	-0.791390762
0.249464688	-0.220912021
0.249855393	-2.012108137
0.250246097	-1.542413365
0.250636801	-0.594994501
0.251027505	0.060044194
0.25141821	-0.959218186
0.251808914	0.80648285
0.252199618	-1.974043323
0.252590323	-1.116034736
0.252981027	1.271434947
0.253371731	-1.739226717
0.253762435	-1.651293014
0.25415314	-2.143173943
0.254543844	-1.162396118
0.254934548	-0.93045443
0.255325253	-1.175341945
0.255715957	-0.694883247
0.256106661	-0.72518835
0.256497366	0.461323447
0.25688807	1.031617053
0.257278774	-1.947074607
0.257669478	-2.215116469
0.258060183	1.461756197
0.258450887	1.013576289
0.258841591	-1.123069594
0.259232296	-2.455435466
0.259623	-1.545641535
0.260013704	-1.636663036
0.260404408	-1.52063537
0.260795113	-2.404381988
0.261185817	-2.286069484
0.261576521	0.897402072
0.261967226	-1.264324252
0.26235793	0.732311822
0.262748634	-0.036966018
0.263139338	-2.468790373
0.263530043	0.111256135
0.263920747	1.180312148
0.264311451	-1.769047404
0.264702156	0.572617451
0.26509286	-1.388567838
0.265483564	0.404749457
0.265874268	-0.320624758
0.266264973	-0.675906186
0.266655677	-1.779346593
0.267046381	0.842411678
0.267437086	0.425192611
0.26782779	-1.12757646
0.268218494	-1.863508766
0.268609198	-1.545904549
0.268999903	1.380176256
0.269390607	-1.648454509
0.269781311	-2.41486538
0.270172016	-0.211437254
0.27056272	-0.847720418
0.270953424	1.363223408
0.271344128	-0.904994033
0.271734833	-1.867195599
0.272125537	0.363665049
0.272516241	-0.923777639
0.272906946	0.839354416
0.27329765	-0.138136268
0.273688354	-1.255164474
0.274079059	0.051068583
0.274469763	0.363681494
0.274860467	-2.390209895
0.275251171	-0.250994376
0.275641876	0.325995772
0.27603258	-1.455619481
0.276423284	0.715405755
0.276813989	-0.850148162
0.277204693	0.20864371
0.277595397	-0.247588866
0.277986101	-1.058559459
0.278376806	-1.712387627
0.27876751	0.892811228
0.279158214	0.627646695
0.279548919	1.410659168
0.279939623	0.478195913
0.280330327	-2.477471522
0.280721031	-0.899476289
0.281111736	-2.049464068
0.28150244	0.739680907
0.281893144	-2.357432167
0.282283849	0.244348122
0.282674553	1.349728759
0.283065257	-0.026081769
0.283455961	0.855196198
0.283846666	0.956189329
0.28423737	-0.888681514
0.284628074	1.057425583
0.285018779	-0.245673411
0.285409483	-1.976962632
0.285800187	-2.230008073
0.286190891	-1.337732295
0.286581596	1.130619175
0.2869723	-1.470811663
0.287363004	1.438002316
0.287753709	-2.081851154
0.288144413	-0.331863241
0.288535117	1.449515898
0.288925821	-1.232150247
0.289316526	-0.106589826
0.28970723	0.37969362
0.290097934	0.902201135
0.290488639	-1.376966502
0.290879343	-1.751330127
0.291270047	0.223950335
0.291660751	-0.607969751
0.292051456	-2.233068019
0.29244216	0.466723189
0.292832864	-0.483829815
0.293223569	-2.092025206
0.293614273	-0.537131467
0.294004977	-0.289762609
0.294395682	-1.132557184
0.294786386	0.595067602
0.29517709	-0.377907437
0.295567794	-0.299313057
0.295958499	-1.280268834
0.296349203	-1.599456654
0.296739907	-1.150060003
0.297130612	0.326846483
0.297521316	-0.609147643
0.29791202	-1.293159001
0.298302724	0.550002442
0.298693429	0.080683138
0.299084133	0.332633878
0.299474837	-1.626121619
0.299865542	-0.331800808
0.300256246	0.845244625
0.30064695	-0.521887171
0.301037654	-2.084547098
0.301428359	-0.415842809
0.301819063	0.579479677
0.302209767	-2.209356526
0.302600472	-0.990885839
0.302991176	-1.543702009
0.30338188	-1.962787163
0.303772584	-2.234568942
0.304163289	0.670817384
0.304553993	0.760508896
0.304944697	0.517436547
0.305335402	-0.533510814
0.305726106	0.974807355
0.30611681	-1.081031855
0.306507514	0.274631529
0.306898219	-0.890417123
0.307288923	1.255118856
0.307679627	-1.381395978
0.308070332	0.636555939
0.308461036	0.640079836
0.30885174	-0.043186252
0.309242444	-2.254904902
0.309633149	-0.387155766
0.310023853	-1.227507661
0.310414557	-2.248558839
0.310805262	0.002154679
0.311195966	-2.311315652
0.31158667	0.759676385
0.311977375	-2.328071089
0.312368079	-0.259645412
0.312758783	-1.307440319
0.313149487	-1.619424367
0.313540192	-1.005014549
0.313930896	-2.418136794
0.3143216	-0.604332907
0.314712305	-1.476290908
0.315103009	-0.322238862
0.315493713	-1.628451281
0.315884417	0.267294076
0.316275122	-0.094597165
0.316665826	-0.811627817
0.31705653	-2.368833815
0.317447235	0.771532051
0.317837939	1.4177459
0.318228643	-0.778778711
0.318619347	-1.13336449
0.319010052	0.474216265
0.319400756	0.434839437
0.31979146	1.271794245
0.320182165	1.464383776
0.320572869	-0.765104642
0.320963573	-1.849121833
0.321354277	1.417689498
0.321744982	-2.304447896
0.322135686	-0.383932131
0.32252639	0.356261017
0.322917095	-1.571055927
0.323307799	-2.263492329
0.323698503	1.006969181
0.324089207	-1.749378978
0.324479912	-2.195387768
0.324870616	-2.358991397
0.32526132	-1.929324416
0.325652025	-2.166308697
0.326042729	-1.102019595
0.326433433	-1.731191624
0.326824137	-1.464639013
0.327214842	1.17840411
0.327605546	-2.295896772
0.32799625	0.050402565
0.328386955	-1.28122468
0.328777659	-1.316982201
0.329168363	-1.753063668
0.329559067	-0.632898802
0.329949772	-2.19737027
0.330340476	-0.025720037
0.33073118	1.001346084
0.331121885	-1.480086219
0.331512589	-2.075702307
0.331903293	-1.503624425
0.332293998	-2.307531786
0.332684702	-1.546731336
0.333075406	0.739321628
0.33346611	-1.335117019
0.333856815	-0.153854023
0.334247519	0.716877554
0.334638223	1.241479595
0.335028928	-0.051176126
0.335419632	-1.650457355
0.335810336	0.904740246
0.33620104	-0.604948317
0.336591745	1.019315834
0.336982449	-2.373636421
0.337373153	0.198212024
0.337763858	-0.030740302
0.338154562	-1.3255063
0.338545266	0.599382675
0.33893597	-1.754597985
0.339326675	-1.677318778
0.339717379	0.951723709
0.340108083	-1.246633937
0.340498788	0.590059825
0.340889492	-1.63052227
0.341280196	0.529049116
0.3416709	0.758231937
0.342061605	-1.459348507
0.342452309	0.539859523
0.342843013	-0.827572999
0.343233718	-0.262801784
0.343624422	0.628808992
0.344015126	-1.279643697
0.34440583	-1.275590171
0.344796535	-2.463009631
0.345187239	0.03377872
0.345577943	-1.957010315
0.345968648	-1.091213711
0.346359352	-1.622200505
0.346750056	0.925058922
0.34714076	1.082127247
0.347531465	-2.499038288
0.347922169	0.705209779
0.348312873	-0.355837451
0.348703578	-0.420502951
0.349094282	-0.853437184
0.349484986	-0.942422837
0.349875691	-0.670030285
0.350266395	-0.371978951
0.350657099	0.583833794
0.351047803	0.158437872
0.351438508	0.5390738
0.351829212	-1.572889948
0.352219916	-0.052605925
0.352610621	0.497953758
0.353001325	-1.697652021
0.353392029	0.581497179
0.353782733	-1.259074487
0.354173438	-0.27948609
0.354564142	0.551674925
0.354954846	-0.07389429
0.355345551	-1.395783225
0.355736255	0.20551317
0.356126959	-0.348713358
0.356517663	1.110886124
0.356908368	-2.192514175
0.357299072	-0.269024443
0.357689776	0.095504395
0.358080481	0.910010471
0.358471185	0.596968895
0.358861889	0.33273319
0.359252593	1.090190433
0.359643298	-0.239734465
0.360034002	0.031288389
0.360424706	0.065708071
0.360815411	1.405893609
0.361206115	0.796926327
0.361596819	0.87916341
0.361987523	-0.183224629
0.362378228	-2.351835886
0.362768932	-1.004706411
0.363159636	1.076736648
0.363550341	-1.048786925
0.363941045	0.409254905
0.364331749	-0.110383041
0.364722453	0.563323569
0.365113158	-0.2968824
0.365503862	-0.594505246
0.365894566	-1.167943769
0.366285271	-2.001587166
0.366675975	-1.603122017
0.367066679	-2.091830443
0.367457383	0.415633643
0.367848088	0.197320167
0.368238792	0.076904849
0.368629496	-0.67631352
0.369020201	0.140376124
0.369410905	-1.822763466
0.369801609	0.327304397
0.370192314	-1.908273978
0.370583018	-0.255088139
0.370973722	-2.331284513
0.371364426	-1.508234992
0.371755131	0.204491497
0.372145835	1.281751802
0.372536539	0.381929903
0.372927244	-1.99665577
0.373317948	-1.233270936
0.373708652	-1.26805205
0.374099356	-0.487158484
0.374490061	1.492805529
0.374880765	-1.311725565
0.375271469	0.81542094
0.375662174	-1.159973776
0.376052878	-2.207969824
0.376443582	-2.450463354
0.376834286	0.386013035
0.377224991	-0.179776317
0.377615695	-1.484075105
0.378006399	-0.179579306
0.378397104	-2.465652159
0.378787808	-1.031724297
0.379178512	0.151264992
0.379569216	0.587707047
0.379959921	1.42800363
0.380350625	-1.428642799
0.380741329	-1.821166224
0.381132034	-0.811210441
0.381522738	0.407780593
0.381913442	-1.205672028
0.382304146	-1.494315057
0.382694851	-1.244998008
0.383085555	0.730441384
0.383476259	-2.25760804
0.383866964	0.347800906
0.384257668	-0.626214448
0.384648372	-1.98918066
0.385039076	-1.29854954
0.385429781	-2.096100333
0.385820485	-0.774256294
0.386211189	-1.023038291
0.386601894	1.22221972
0.386992598	0.553344738
0.387383302	0.129294666
0.387774007	0.671114425
0.388164711	-0.646319435
0.388555415	-0.68785321
0.388946119	-0.767913211
0.389336824	1.016066843
0.389727528	0.339848271
0.390118232	1.053648783
0.390508937	-0.820356894
0.390899641	-1.346060076
0.391290345	1.231271461
0.391681049	-0.28475003
0.392071754	-1.149383877
0.392462458	0.145729555
0.392853162	0.649876739
0.393243867	-1.70121065
0.393634571	-1.432937726
0.394025275	-2.408885417
0.394415979	-0.428748879
0.394806684	1.487150315
0.395197388	-1.232479628
0.395588092	0.694284142
0.395978797	-1.090041422
0.396369501	-0.62260702
0.396760205	-0.092033012
0.397150909	0.115067471
0.397541614	1.389546338
0.397932318	-1.029684495
0.398323022	-0.673827527
0.398713727	-0.860832665
0.399104431	0.569166222
0.399495135	-0.418533804
0.399885839	-0.834002398
0.400276544	1.303800713
0.400667248	0.094070493
0.401057952	0.012460566
0.401448657	1.163893079
0.401839361	1.373763999
0.402230065	-0.965947152
0.402620769	-1.52624088
0.403011474	-0.723937591
0.403402178	0.391366809
0.403792882	-0.385803001
0.404183587	-1.547647868
0.404574291	-0.173797931
0.404964995	1.252886204
0.4053557	-0.262774129
0.405746404	-1.123620513
0.406137108	0.412490239
0.406527812	0.32210823
0.406918517	-2.015438225
0.407309221	-2.03238679
0.407699925	-0.134392821
0.40809063	0.215131435
0.408481334	0.997791846
0.408872038	-2.454480121
0.409262742	1.227058553
0.409653447	0.745726789
0.410044151	-0.808322453
0.410434855	-0.659109111
0.41082556	-1.917378079
0.411216264	-0.99777057
0.411606968	-2.104763385
0.411997672	-0.321675707
0.412388377	-0.62394286
0.412779081	-0.926338211
0.413169785	-2.270730265
0.41356049	-2.495492439
0.413951194	1.306519571
0.414341898	-1.642114155
0.414732602	0.302357297
0.415123307	-2.466700057
0.415514011	-1.520105454
0.415904715	-0.695994548
0.41629542	1.222776925
0.416686124	-1.911338662
0.417076828	-0.781410604
0.417467532	-1.485078491
0.417858237	-1.220754499
0.418248941	-0.293256782
0.418639645	-0.108325785
0.41903035	-0.385430297
0.419421054	-1.934838778
0.419811758	1.264542256
0.420202462	0.425591414
0.420593167	0.953761034
0.420983871	0.911141949
0.421374575	-1.761755514
0.42176528	-1.458383912
0.422155984	-0.991534163
0.422546688	-1.706234465
0.422937392	0.980808355
0.423328097	0.044621992
0.423718801	1.324656919
0.424109505	-1.842261779
0.42450021	-2.472190143
0.424890914	-1.326370733
0.425281618	-1.743443212
0.425672323	-1.806067403
0.426063027	1.313326008
0.426453731	-0.320637502
0.426844435	-2.224178738
0.42723514	-0.978223371
0.427625844	-1.636114228
0.428016548	-0.27122632
0.428407253	0.015644557
0.428797957	-0.888335792
0.429188661	-0.8259873
0.429579365	-2.023248545
0.42997007	1.204437924
0.430360774	0.98947177
0.430751478	0.75586302
0.431142183	-1.498592289
0.431532887	-0.461666139
0.431923591	-1.561031768
0.432314295	-0.682038824
0.432705	-0.961291353
0.433095704	-2.472242266
0.433486408	0.123593373
